holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,traffic_1,traffic_2,weather_1,weather_2,year
0,287.1,0.0,0.0,1,1,3,2637,1,2,0,0,2012
0,286.25,0.0,0.0,1,1,3,1777,1,2,0,0,2012
0,285.26,0.0,0.0,1,1,3,1015,0,1,0,0,2012
0,284.55,0.0,0.0,1,1,3,598,0,0,0,0,2012
0,283.47,0.0,0.0,1,1,3,369,0,0,0,0,2012
0,283.17,0.0,0.0,1,1,3,312,0,0,0,0,2012
0,282.04,0.0,0.0,1,1,3,367,0,0,0,0,2012
0,281.69,0.0,0.0,1,1,3,835,0,1,0,0,2012
0,281.32,0.0,0.0,1,1,3,2726,1,2,0,0,2012
0,280.74,0.0,0.0,1,1,3,5689,2,4,0,0,2012
0,280.57,0.0,0.0,1,1,3,6990,2,5,0,0,2012
0,281.86,0.0,0.0,1,1,3,5985,2,5,0,0,2012
0,284.98,0.0,0.0,1,1,3,5309,2,4,0,0,2012
0,289.18,0.0,0.0,1,1,3,4603,1,3,0,0,2012
0,291.55,0.0,0.0,1,1,3,4884,1,3,0,0,2012
0,294.97,0.0,0.0,1,1,3,5104,2,4,0,0,2012
0,296.38,0.0,0.0,1,1,3,5178,2,4,0,0,2012
0,297.32,0.0,0.0,1,1,3,5501,2,4,0,0,2012
0,298.17,0.0,0.0,1,1,3,5713,2,4,0,0,2012
0,298.06,0.0,0.0,20,0,4,6292,2,5,0,1,2012
0,297.67,0.0,0.0,20,0,4,6057,2,5,0,1,2012
0,296.36,0.0,0.0,40,0,0,4907,2,4,0,1,2012
0,293.85,0.0,0.0,40,0,0,3503,1,3,0,1,2012
0,292.43,0.0,0.0,40,0,0,3037,1,3,0,1,2012
0,291.77,0.0,0.0,75,0,1,2822,1,2,0,1,2012
0,291.36,0.0,0.0,75,0,1,1992,1,2,0,1,2012
0,291.12,0.0,0.0,75,0,1,1166,0,1,0,1,2012
0,290.63,0.0,0.0,75,0,1,627,0,1,0,1,2012
0,290.46,0.0,0.0,40,0,0,388,0,0,0,1,2012
0,289.26,0.0,0.0,0,1,3,368,0,0,0,0,2012
0,283.21,0.0,0.0,75,0,1,2489,1,2,0,1,2012
0,282.24,0.0,0.0,90,0,2,5537,2,4,0,1,2012
0,281.69,0.0,0.0,90,0,2,6628,2,5,0,1,2012
0,280.57,0.0,0.0,90,0,2,5534,2,4,0,1,2012
0,280.02,0.0,0.0,75,0,1,5403,2,4,0,1,2012
0,280.11,0.0,0.0,75,0,1,4770,1,3,0,1,2012
0,280.0,0.0,0.0,90,0,2,5217,2,4,0,1,2012
0,280.53,0.0,0.0,90,0,2,5870,2,4,0,1,2012
0,281.43,0.0,0.0,75,0,1,5967,2,5,0,1,2012
0,281.78,0.0,0.0,90,0,2,6108,2,5,0,1,2012
0,281.91,0.0,0.0,90,0,2,6128,2,5,0,1,2012
0,281.73,0.0,0.0,90,0,2,6069,2,5,0,1,2012
0,281.42,0.0,0.0,90,0,2,6169,2,5,0,1,2012
0,280.87,0.0,0.0,90,0,2,5384,2,4,0,1,2012
0,280.15,0.0,0.0,90,0,2,4063,1,3,0,1,2012
0,279.78,0.0,0.0,90,0,2,3364,1,3,0,1,2012
0,279.65,0.0,0.0,75,0,1,2971,1,2,0,1,2012
0,279.22,0.0,0.0,40,0,0,2450,1,2,0,1,2012
0,279.06,0.0,0.0,40,0,0,1832,1,2,0,1,2012
0,278.81,0.0,0.0,90,0,2,1231,1,2,0,1,2012
0,278.55,0.0,0.0,90,0,2,718,0,1,0,1,2012
0,278.59,0.0,0.0,90,0,2,545,0,0,0,1,2012
0,276.99,0.0,0.0,75,0,1,411,0,0,0,1,2012
0,276.35,0.0,0.0,20,0,4,688,0,1,0,1,2012
0,275.4,0.0,0.0,1,1,3,1352,1,2,0,0,2012
0,275.17,0.0,0.0,1,1,3,2072,1,2,0,0,2012
0,274.99,0.0,0.0,1,1,3,3342,1,3,0,0,2012
0,275.09,0.0,0.0,40,0,0,4258,1,3,0,1,2012
0,276.88,0.0,0.0,20,0,4,4861,1,3,0,1,2012
0,278.04,0.0,0.0,20,0,4,5191,2,4,0,1,2012
0,279.08,0.0,0.0,40,0,0,5669,2,4,0,1,2012
0,280.12,0.0,0.0,75,0,1,5074,2,4,0,1,2012
0,280.25,0.0,0.0,75,0,1,5025,2,4,0,1,2012
0,280.0,0.0,0.0,75,0,1,5153,2,4,0,1,2012
0,279.06,0.0,0.0,90,0,2,5024,2,4,0,1,2012
0,278.91,0.0,0.0,90,0,2,4779,1,3,0,1,2012
0,278.39,0.0,0.0,90,0,2,4362,1,3,0,1,2012
0,278.16,0.0,0.0,90,0,2,3860,1,3,0,1,2012
0,278.16,0.0,0.0,90,0,2,3160,1,3,0,1,2012
0,277.93,0.0,0.0,90,0,2,2992,1,2,0,1,2012
0,276.9,0.0,0.0,90,0,2,3202,1,3,0,1,2012
0,276.34,0.0,0.0,75,0,1,1941,1,2,0,1,2012
0,276.11,0.0,0.0,75,0,1,1233,1,2,0,1,2012
0,275.73,0.0,0.0,90,0,2,323,0,0,0,1,2012
0,275.65,0.0,0.0,90,0,2,312,0,0,0,1,2012
0,275.51,0.0,0.0,75,0,1,627,0,1,0,1,2012
0,275.05,0.0,0.0,90,0,2,1508,1,2,0,1,2012
0,274.77,0.0,0.0,90,0,2,1539,1,2,0,1,2012
0,274.77,0.0,0.0,75,0,1,2232,1,2,0,1,2012
0,275.55,0.0,0.0,75,0,1,4568,1,3,0,1,2012
0,276.24,0.0,0.0,75,0,1,4624,1,3,0,1,2012
0,277.01,0.0,0.0,90,0,2,4529,1,3,0,1,2012
0,277.43,0.0,0.0,90,0,2,5139,2,4,0,1,2012
0,278.45,0.0,0.0,90,0,2,6640,2,5,0,1,2012
0,279.27,0.0,0.0,90,0,2,6589,2,5,0,1,2012
0,279.27,0.0,0.0,90,0,2,4429,1,3,0,1,2012
0,279.44,0.0,0.0,90,0,2,4329,1,3,0,1,2012
0,279.32,0.0,0.0,90,0,2,3833,1,3,0,1,2012
0,279.27,0.0,0.0,90,0,2,4015,1,3,0,1,2012
0,278.11,0.0,0.0,90,0,2,3382,1,3,0,1,2012
0,276.79,0.0,0.0,75,0,1,2815,1,2,0,1,2012
0,275.73,0.0,0.0,90,0,2,2110,1,2,0,1,2012
0,274.88,0.0,0.0,75,0,1,1555,1,2,0,1,2012
0,273.92,0.0,0.0,20,0,4,959,0,1,0,1,2012
1,273.08,0.0,0.0,20,0,4,455,0,0,0,1,2012
0,272.62,0.0,0.0,20,0,4,336,0,0,0,1,2012
0,271.78,0.0,0.0,1,1,3,265,0,0,0,0,2012
0,271.05,0.0,0.0,1,1,3,314,0,0,0,0,2012
0,270.63,0.0,0.0,1,1,3,779,0,1,0,0,2012
0,270.33,0.0,0.0,1,1,3,2571,1,2,0,0,2012
0,269.61,0.0,0.0,20,0,4,5563,2,4,0,1,2012
0,270.01,0.0,0.0,20,0,4,6676,2,5,0,1,2012
0,271.23,0.0,0.0,20,0,4,5966,2,5,0,1,2012
0,273.71,0.0,0.0,20,0,4,4832,1,3,0,1,2012
0,276.77,0.0,0.0,20,0,4,4395,1,3,0,1,2012
0,279.47,0.0,0.0,20,0,4,4411,1,3,0,1,2012
0,279.84,0.0,0.0,1,1,3,4648,1,3,0,0,2012
0,282.34,0.0,0.0,40,0,0,4602,1,3,0,1,2012
0,282.94,0.0,0.0,40,0,0,5125,2,4,0,1,2012
0,283.48,0.0,0.0,1,1,3,5502,2,4,0,0,2012
0,284.33,0.0,0.0,1,1,3,5979,2,5,0,0,2012
0,284.48,0.0,0.0,40,0,0,5663,2,4,0,1,2012
0,284.23,0.0,0.0,40,0,0,4259,1,3,0,1,2012
0,281.99,0.0,0.0,20,0,4,3069,1,3,0,1,2012
0,279.81,0.0,0.0,1,1,3,2378,1,2,0,0,2012
0,279.35,0.0,0.0,1,1,3,2030,1,2,0,0,2012
0,278.9,0.0,0.0,1,1,3,1400,1,2,0,0,2012
0,278.46,0.0,0.0,1,1,3,917,0,1,0,0,2012
0,277.78,0.0,0.0,1,1,3,515,0,0,0,0,2012
0,277.27,0.0,0.0,1,1,3,302,0,0,0,0,2012
0,277.47,0.0,0.0,1,1,3,251,0,0,0,0,2012
0,276.97,0.0,0.0,20,0,4,798,0,1,0,1,2012
0,276.52,0.0,0.0,40,0,0,2678,1,2,0,1,2012
0,276.6,0.0,0.0,40,0,0,5733,2,4,0,1,2012
0,277.31,0.0,0.0,75,0,1,6449,2,5,0,1,2012
0,278.38,0.0,0.0,90,0,2,5765,2,4,0,1,2012
0,279.35,0.0,0.0,90,0,2,5599,2,4,0,1,2012
0,281.37,0.0,0.0,90,0,2,4534,1,3,0,1,2012
0,283.11,0.0,0.0,90,0,2,4691,1,3,0,1,2012
0,284.08,0.0,0.0,75,0,1,5067,2,4,0,1,2012
0,285.14,0.0,0.0,75,0,1,5030,2,4,0,1,2012
0,286.35,0.0,0.0,90,0,2,5300,2,4,0,1,2012
0,287.23,0.0,0.0,100,2,5,5777,2,4,1,2,2012
0,288.53,0.0,0.0,90,0,2,6349,2,5,0,1,2012
0,290.37,0.0,0.0,90,0,2,6127,2,5,0,1,2012
0,290.13,0.0,0.0,90,0,2,4460,1,3,0,1,2012
0,288.86,0.0,0.0,75,0,1,3418,1,3,0,1,2012
0,287.36,0.0,0.0,90,0,2,2775,1,2,0,1,2012
0,285.11,0.0,0.0,90,0,2,2306,1,2,0,1,2012
0,283.46,0.0,0.0,90,0,2,1846,1,2,0,1,2012
0,282.45,0.0,0.0,90,0,2,947,0,1,0,1,2012
0,281.88,0.0,0.0,90,0,2,494,0,0,0,1,2012
0,281.78,0.0,0.0,90,0,2,332,0,0,0,1,2012
0,281.09,0.0,0.0,75,0,1,261,0,0,0,1,2012
0,281.17,0.0,0.0,90,0,2,361,0,0,0,1,2012
0,281.25,0.0,0.0,92,1,3,5875,2,4,0,0,2012
0,281.25,0.0,0.0,99,2,5,6793,2,5,1,2,2012
0,281.25,0.0,0.0,99,3,6,6793,2,5,1,2,2012
0,280.1,0.0,0.0,99,2,5,6283,2,5,1,2,2012
0,280.1,0.0,0.0,99,3,6,6283,2,5,1,2,2012
0,279.61,0.0,0.0,99,2,5,5680,2,4,1,2,2012
0,279.61,0.0,0.0,99,3,6,5680,2,4,1,2,2012
0,279.67,0.0,0.0,99,1,3,4632,1,3,0,0,2012
0,280.19,0.0,0.0,1,1,3,4887,1,3,0,0,2012
0,282.09,0.0,0.0,75,0,1,5030,2,4,0,1,2012
0,282.26,0.0,0.0,75,0,1,5067,2,4,0,1,2012
0,282.05,0.0,0.0,90,0,2,5227,2,4,0,1,2012
0,281.59,0.0,0.0,90,0,2,5610,2,4,0,1,2012
0,281.23,0.0,0.0,81,1,3,6286,2,5,0,0,2012
0,282.6,0.0,0.0,81,1,3,4775,1,3,0,0,2012
0,282.6,0.0,0.0,81,1,3,3340,1,3,0,0,2012
0,282.6,0.0,0.0,81,1,3,3013,1,3,0,0,2012
0,282.6,0.0,0.0,81,1,3,2603,1,2,0,0,2012
0,282.6,0.0,0.0,81,1,3,1910,1,2,0,0,2012
0,282.6,0.0,0.0,81,1,3,1037,0,1,0,0,2012
0,273.9,0.0,0.0,1,1,3,347,0,0,0,0,2012
0,274.4,0.0,0.0,75,0,1,350,0,0,0,1,2012
0,274.05,0.0,0.0,75,0,1,850,0,1,0,1,2012
0,273.71,0.0,0.0,40,0,0,2791,1,2,0,1,2012
0,272.66,0.0,0.0,1,1,3,5809,2,4,0,0,2012
0,272.65,0.0,0.0,1,1,3,6798,2,5,0,0,2012
0,272.52,0.0,0.0,1,1,3,6304,2,5,0,0,2012
0,275.19,0.0,0.0,20,0,4,5291,2,4,0,1,2012
0,275.34,0.0,0.0,1,1,3,4638,1,3,0,0,2012
0,284.1,0.0,0.0,50,1,3,5557,2,4,0,0,2012
0,284.1,0.0,0.0,50,1,3,5818,2,4,0,0,2012
0,283.78,0.0,0.0,75,0,1,6272,2,5,0,1,2012
0,283.52,0.0,0.0,75,0,1,5944,2,5,0,1,2012
0,283.32,0.0,0.0,90,0,2,4949,2,4,0,1,2012
0,282.06,0.0,0.0,90,0,2,3511,1,3,0,1,2012
0,281.95,0.0,0.0,90,0,2,3039,1,3,0,1,2012
0,281.81,0.0,0.0,90,0,2,2679,1,2,0,1,2012
0,282.16,0.0,0.0,90,0,2,2094,1,2,0,1,2012
0,282.53,0.0,0.0,90,0,2,1284,1,2,0,1,2012
0,283.91,0.0,0.0,90,0,2,630,0,1,0,1,2012
0,284.64,0.0,0.0,90,0,2,410,0,0,0,1,2012
0,284.61,0.0,0.0,90,0,2,331,0,0,0,1,2012
0,283.18,0.0,0.0,72,3,6,372,0,0,1,2,2012
0,282.26,0.0,0.0,72,2,5,739,0,1,1,2,2012
0,280.77,0.0,0.0,72,3,6,2561,1,2,1,2,2012
0,278.53,0.0,0.0,75,0,1,5586,2,4,0,1,2012
0,277.64,0.0,0.0,75,0,1,6992,2,5,0,1,2012
0,277.9,0.0,0.0,90,0,2,5860,2,4,0,1,2012
0,278.18,0.0,0.0,90,0,2,5230,2,4,0,1,2012
0,279.29,0.0,0.0,75,0,1,4864,1,3,0,1,2012
0,280.45,0.0,0.0,75,0,1,5146,2,4,0,1,2012
0,280.95,0.0,0.0,40,0,0,5526,2,4,0,1,2012
0,281.74,0.0,0.0,40,0,0,5383,2,4,0,1,2012
0,281.84,0.0,0.0,75,0,1,5758,2,4,0,1,2012
0,282.45,0.0,0.0,75,0,1,5889,2,4,0,1,2012
0,282.2,0.0,0.0,75,0,1,6057,2,5,0,1,2012
0,281.54,0.0,0.0,40,0,0,6028,2,5,0,1,2012
0,280.21,0.0,0.0,20,0,4,5257,2,4,0,1,2012
0,282.2,0.0,0.0,56,1,3,1897,1,2,0,0,2012
0,272.58,0.0,0.0,1,1,3,1335,1,2,0,0,2012
0,272.06,0.0,0.0,1,1,3,769,0,1,0,0,2012
0,270.99,0.0,0.0,1,1,3,570,0,0,0,0,2012
0,270.29,0.0,0.0,20,0,4,413,0,0,0,1,2012
0,269.48,0.0,0.0,1,1,3,399,0,0,0,0,2012
0,269.27,0.0,0.0,1,1,3,740,0,1,0,0,2012
0,268.91,0.0,0.0,1,1,3,1420,1,2,0,0,2012
0,268.98,0.0,0.0,75,0,1,2220,1,2,0,1,2012
0,269.23,0.0,0.0,40,0,0,3479,1,3,0,1,2012
0,272.61,0.0,0.0,40,0,0,4546,1,3,0,1,2012
0,276.78,0.0,0.0,20,0,4,4579,1,3,0,1,2012
0,279.22,0.0,0.0,1,1,3,4438,1,3,0,0,2012
0,280.35,0.0,0.0,1,1,3,4623,1,3,0,0,2012
0,281.81,0.0,0.0,1,1,3,4440,1,3,0,0,2012
0,283.05,0.0,0.0,1,1,3,4495,1,3,0,0,2012
0,283.96,0.0,0.0,1,1,3,4483,1,3,0,0,2012
0,284.53,0.0,0.0,1,1,3,4591,1,3,0,0,2012
0,284.44,0.0,0.0,1,1,3,4477,1,3,0,0,2012
0,283.64,0.0,0.0,1,1,3,4221,1,3,0,0,2012
0,281.85,0.0,0.0,20,0,4,3672,1,3,0,1,2012
0,281.38,0.0,0.0,1,1,3,3015,1,3,0,0,2012
0,281.84,0.0,0.0,75,0,1,2769,1,2,0,1,2012
0,282.23,0.0,0.0,90,0,2,2875,1,2,0,1,2012
0,282.18,0.0,0.0,90,0,2,1931,1,2,0,1,2012
0,282.49,0.0,0.0,90,0,2,1309,1,2,0,1,2012
0,282.54,0.0,0.0,90,0,2,870,0,1,0,1,2012
0,282.58,0.0,0.0,90,0,2,654,0,1,0,1,2012
0,282.23,0.0,0.0,90,0,2,364,0,0,0,1,2012
0,282.08,0.0,0.0,90,0,2,262,0,0,0,1,2012
0,282.23,0.0,0.0,90,0,2,505,0,0,0,1,2012
0,282.24,0.0,0.0,90,0,2,861,0,1,0,1,2012
0,282.24,0.0,0.0,90,0,2,1132,0,1,0,1,2012
0,282.24,0.0,0.0,57,4,7,1797,1,2,1,2,2012
0,282.43,0.0,0.0,57,3,6,2685,1,2,1,2,2012
0,282.43,0.0,0.0,57,4,7,2685,1,2,1,2,2012
0,282.43,0.0,0.0,57,5,8,2685,1,2,1,2,2012
0,282.33,0.0,0.0,57,3,6,3370,1,3,1,2,2012
0,282.33,0.0,0.0,57,4,7,3370,1,3,1,2,2012
0,282.82,0.0,0.0,57,3,6,3662,1,3,1,2,2012
0,282.82,0.0,0.0,57,4,7,3662,1,3,1,2,2012
0,283.33,0.0,0.0,57,4,7,4076,1,3,1,2,2012
0,283.33,0.0,0.0,57,2,5,4076,1,3,1,2,2012
0,283.33,0.0,0.0,57,3,6,4076,1,3,1,2,2012
0,283.75,0.0,0.0,93,2,5,4128,1,3,1,2,2012
0,283.75,0.0,0.0,93,4,7,4128,1,3,1,2,2012
0,283.75,0.0,0.0,93,3,6,4128,1,3,1,2,2012
0,284.09,0.0,0.0,93,4,7,4358,1,3,1,2,2012
0,284.09,0.0,0.0,93,2,5,4358,1,3,1,2,2012
0,284.09,0.0,0.0,93,3,6,4358,1,3,1,2,2012
0,284.55,0.0,0.0,93,4,7,4342,1,3,1,2,2012
0,284.55,0.0,0.0,93,2,5,4342,1,3,1,2,2012
0,284.68,0.0,0.0,93,4,7,4234,1,3,1,2,2012
0,284.64,0.0,0.0,93,2,5,4271,1,3,1,2,2012
0,284.64,0.0,0.0,93,4,7,4271,1,3,1,2,2012
0,284.4,0.0,0.0,93,4,7,4080,1,3,1,2,2012
0,284.17,0.0,0.0,93,4,7,3453,1,3,1,2,2012
0,284.03,0.0,0.0,93,4,7,2718,1,2,1,2,2012
0,283.58,0.0,0.0,93,4,7,2439,1,2,1,2,2012
0,283.04,0.0,0.0,93,4,7,1819,1,2,1,2,2012
0,281.95,0.0,0.0,93,4,7,1002,0,1,1,2,2012
0,281.95,0.0,0.0,93,6,9,1002,0,1,1,2,2012
0,281.61,0.0,0.0,93,4,7,542,0,0,1,2,2012
0,281.61,0.0,0.0,93,6,9,542,0,0,1,2,2012
0,281.57,0.0,0.0,85,6,9,303,0,0,1,2,2012
0,281.42,0.0,0.0,85,6,9,239,0,0,1,2,2012
0,281.29,0.0,0.0,85,4,7,335,0,0,1,2,2012
0,281.29,0.0,0.0,85,6,9,335,0,0,1,2,2012
0,281.02,0.0,0.0,85,4,7,810,0,1,1,2,2012
0,281.02,0.0,0.0,85,6,9,810,0,1,1,2,2012
0,280.82,0.0,0.0,85,4,7,2606,1,2,1,2,2012
0,280.82,0.0,0.0,85,6,9,2606,1,2,1,2,2012
0,280.39,0.0,0.0,85,4,7,5714,2,4,1,2,2012
0,280.19,0.0,0.0,100,4,7,6798,2,5,1,2,2012
0,279.82,0.0,0.0,100,4,7,6114,2,5,1,2,2012
0,279.75,0.0,0.0,100,4,7,5094,2,4,1,2,2012
0,280.07,0.0,0.0,100,4,7,4473,1,3,1,2,2012
0,280.32,0.0,0.0,90,0,2,4529,1,3,0,1,2012
0,281.72,0.0,0.0,100,1,3,4823,1,3,0,0,2012
0,284.01,0.0,0.0,40,0,0,4872,1,3,0,1,2012
0,285.88,0.0,0.0,1,1,3,5238,2,4,0,0,2012
0,286.87,0.0,0.0,1,1,3,5584,2,4,0,0,2012
0,287.6,0.0,0.0,20,0,4,6246,2,5,0,1,2012
0,287.27,0.0,0.0,20,0,4,5957,2,5,0,1,2012
0,286.18,0.0,0.0,20,0,4,4535,1,3,0,1,2012
0,285.2,0.0,0.0,75,0,1,3234,1,3,0,1,2012
0,284.68,0.0,0.0,75,0,1,2677,1,2,0,1,2012
0,284.49,0.0,0.0,90,0,2,2077,1,2,0,1,2012
0,283.54,0.0,0.0,20,0,4,1380,1,2,0,1,2012
0,282.33,0.0,0.0,75,0,1,927,0,1,0,1,2012
0,281.21,0.0,0.0,20,0,4,500,0,0,0,1,2012
0,279.87,0.0,0.0,1,1,3,324,0,0,0,0,2012
0,278.93,0.0,0.0,1,1,3,257,0,0,0,0,2012
0,277.91,0.0,0.0,1,1,3,354,0,0,0,0,2012
0,277.21,0.0,0.0,1,1,3,769,0,1,0,0,2012
0,276.61,0.0,0.0,1,1,3,2769,1,2,0,0,2012
0,276.11,0.0,0.0,1,1,3,5789,2,4,0,0,2012
0,274.81,0.0,0.0,20,0,4,7055,2,5,0,1,2012
0,274.99,0.0,0.0,20,0,4,6408,2,5,0,1,2012
0,277.91,0.0,0.0,20,0,4,5254,2,4,0,1,2012
0,280.71,0.0,0.0,20,0,4,4547,1,3,0,1,2012
0,283.85,0.0,0.0,20,0,4,4784,1,3,0,1,2012
0,286.01,0.0,0.0,40,0,0,5015,2,4,0,1,2012
0,286.31,0.0,0.0,1,1,3,5057,2,4,0,0,2012
0,288.15,0.0,0.0,75,0,1,5430,2,4,0,1,2012
0,289.15,0.0,0.0,75,0,1,5813,2,4,0,1,2012
0,288.99,0.0,0.0,75,0,1,6496,2,5,0,1,2012
0,288.86,0.0,0.0,75,0,1,6429,2,5,0,1,2012
0,288.16,0.0,0.0,90,0,2,5142,2,4,0,1,2012
0,287.28,0.0,0.0,68,2,5,3311,1,3,1,2,2012
0,287.04,0.0,0.0,90,0,2,2777,1,2,0,1,2012
0,286.9,0.0,0.0,90,0,2,2331,1,2,0,1,2012
0,287.09,0.0,0.0,90,0,2,1767,1,2,0,1,2012
0,287.09,0.0,0.0,90,0,2,1093,0,1,0,1,2012
0,286.89,0.0,0.0,75,0,1,554,0,0,0,1,2012
0,286.93,0.0,0.0,75,0,1,333,0,0,0,1,2012
0,286.93,0.0,0.0,90,0,2,267,0,0,0,1,2012
0,287.07,0.0,0.0,90,0,2,358,0,0,0,1,2012
0,286.56,0.0,0.0,75,0,1,777,0,1,0,1,2012
0,285.91,0.0,0.0,90,0,2,2732,1,2,0,1,2012
0,285.29,0.0,0.0,90,0,2,5637,2,4,0,1,2012
0,284.92,0.0,0.0,75,0,1,5564,2,4,0,1,2012
0,285.35,0.0,0.0,75,0,1,6274,2,5,0,1,2012
0,285.72,0.0,0.0,100,2,10,5403,2,4,1,2,2012
0,285.72,0.0,0.0,100,2,5,5403,2,4,1,2,2012
0,287.09,0.0,0.0,75,0,1,4680,1,3,0,1,2012
0,288.31,0.0,0.0,75,0,1,4642,1,3,0,1,2012
0,288.61,0.0,0.0,1,1,3,4979,2,4,0,0,2012
0,290.32,0.0,0.0,1,1,3,4851,1,3,0,0,2012
0,291.36,0.0,0.0,1,1,3,4291,1,3,0,0,2012
0,292.01,0.0,0.0,1,1,3,4714,1,3,0,0,2012
0,292.61,0.0,0.0,1,1,3,6723,2,5,0,0,2012
0,292.65,0.0,0.0,1,1,3,6180,2,5,0,0,2012
0,290.52,0.0,0.0,40,0,0,4843,1,3,0,1,2012
0,288.35,0.0,0.0,40,0,0,3435,1,3,0,1,2012
0,286.72,0.0,0.0,40,0,0,2921,1,2,0,1,2012
0,285.49,0.0,0.0,40,0,0,2763,1,2,0,1,2012
0,284.22,0.0,0.0,20,0,4,1930,1,2,0,1,2012
0,283.8,0.0,0.0,20,0,4,1160,0,1,0,1,2012
0,283.72,0.0,0.0,20,0,4,654,0,1,0,1,2012
0,282.8,0.0,0.0,40,0,0,374,0,0,0,1,2012
0,282.32,0.0,0.0,99,4,7,301,0,0,1,2,2012
0,282.38,0.0,0.0,99,4,7,397,0,0,1,2,2012
0,282.76,0.0,0.0,90,0,2,794,0,1,0,1,2012
0,282.88,0.0,0.0,99,4,7,2564,1,2,1,2,2012
0,284.18,0.0,0.0,75,0,1,5358,2,4,0,1,2012
0,284.69,0.0,0.0,90,0,2,6441,2,5,0,1,2012
0,285.0,0.0,0.0,90,0,2,5536,2,4,0,1,2012
0,286.9,0.0,0.0,99,2,5,5256,2,4,1,2,2012
0,288.35,0.0,0.0,90,0,2,4619,1,3,0,1,2012
0,289.59,0.0,0.0,90,0,2,5107,2,4,0,1,2012
0,288.27,0.0,0.0,99,2,5,5147,2,4,1,2,2012
0,286.41,0.0,0.0,90,0,2,5283,2,4,0,1,2012
0,285.96,0.0,0.0,90,0,2,5704,2,4,0,1,2012
0,287.04,0.0,0.0,90,0,2,5887,2,4,0,1,2012
0,287.18,0.0,0.0,90,0,2,6307,2,5,0,1,2012
0,286.94,0.0,0.0,90,0,2,5953,2,5,0,1,2012
0,286.01,0.0,0.0,90,0,2,4519,1,3,0,1,2012
0,284.67,0.0,0.0,100,3,6,3427,1,3,1,2,2012
0,283.44,0.0,0.0,100,2,5,2921,1,2,1,2,2012
0,282.51,0.0,0.0,100,3,6,2649,1,2,1,2,2012
0,281.9,0.0,0.0,90,0,2,2005,1,2,0,1,2012
0,281.85,0.0,0.0,90,0,2,1177,0,1,0,1,2012
0,281.28,0.0,0.0,90,0,2,699,0,1,0,1,2012
0,280.97,0.0,0.0,87,4,7,436,0,0,1,2,2012
0,280.44,0.0,0.0,87,3,6,353,0,0,1,2,2012
0,280.44,0.0,0.0,87,4,7,353,0,0,1,2,2012
0,280.02,0.0,0.0,87,4,7,399,0,0,1,2,2012
0,279.79,0.0,0.0,87,3,6,720,0,1,1,2,2012
0,279.79,0.0,0.0,87,4,7,720,0,1,1,2,2012
0,279.79,0.0,0.0,87,2,5,720,0,1,1,2,2012
0,279.79,0.0,0.0,87,3,11,720,0,1,1,2,2012
0,279.74,0.0,0.0,87,4,7,2370,1,2,1,2,2012
0,279.74,0.0,0.0,87,2,5,2370,1,2,1,2,2012
0,279.65,0.0,0.0,87,3,6,5162,2,4,1,2,2012
